Ticker;Name;Sector;Price;Dividend Yield;1-Year Dividend Growth;5-Year Dividend Growth (Annualized);Dividends Per Share (TTM);Market Cap ($M);Trailing P/E Ratio;Payout Ratio;Beta;52-Week High;52-Week Low
ECVT;Ecovyst Inc;N/A;9,22;0;N/A;N/A;0;1070,597772;16,10478469;0;1,214309787;12,35;8,26
EDIT;Editas Medicine Inc;Healthcare;7,4;0;N/A;N/A;0;604,385291;N/A;0;1,628427043;11,91;6,08
EE;Excelerate Energy Inc;Utilities;13,64;0,007316415;N/A;N/A;0,099795907;358,202304;18,52802484;0,241461183;1,326105173;23,9;13,53
EFC;Ellington Financial Inc;Financial Services;11,68;0,154109589;0;0;1,688770651;794,439775;11,16742961;1,578290328;1,200033083;13,09;9,51
EFSC;Enterprise Financial Services Corp.;Financial Services;38,78;0,025331086;0,041666667;0,122955107;0,982339515;1449,815546;7,045429587;0,178932516;1,240187588;53,77;32,6
EGAN;eGain Corp;Technology;5,68;0;N/A;N/A;0;177,230785;25,28256563;0;1,047372723;8,52;5,5
EGBN;Eagle Bancorp Inc (MD);Financial Services;23,09;0,073791399;N/A;N/A;1,703843392;690,995542;5,640687845;0,429179696;1,892219677;41,1;14,92
EGHT;8X8 Inc.;Technology;2,61;0;N/A;N/A;0;322,129898;N/A;0;2,66457719;6,45;2,15
EGIO;Edgio Inc;N/A;0,224;0;N/A;N/A;0;52,239219;N/A;0;1,523274104;1,54;0,21
EGLE;Eagle Bulk Shipping Inc;Industrials;55,94;0,024429347;N/A;N/A;1,36657767;555,601338;14,1219871;0,47782436;0,624890531;65,13;38,57
EGRX;Eagle Pharmaceuticals Inc;Healthcare;5,21;0;N/A;N/A;0;67,662119;5,663049792;0;0,944439242;32,44;4,1
EGY;VAALCO Energy, Inc.;Energy;4,24;0,057750125;N/A;N/A;0,244860528;445,87313;13,30011722;0,775611428;1,067030456;4,97;3,36
EHTH;eHealth Inc;Financial Services;6,7;0;N/A;N/A;0;190,044301;N/A;0;2,178494837;10,57;4,81
EIG;Employers Holdings Inc;Financial Services;42,27;0,025750266;-0,776;0,049414523;1,088463726;1087,213017;9,082815512;0,245149488;0,536581597;44,87;34,93
EIGR;Eiger BioPharmaceuticals Inc;Healthcare;5,8199;0;N/A;N/A;0;258,314422;N/A;0;1,584046621;69;5,7
ELF;e.l.f. Beauty Inc;Consumer Defensive;167,86;0;N/A;N/A;0;9317,393941;72,01460745;0;1,392297852;179,58;67,59
ELME;Elme Communities;N/A;14,13;0,050041053;N/A;N/A;0,707080075;1241,074751;N/A;N/A;0,931179909;18,6;12,29
EMBC;Embecta Corp;N/A;14,25;0,041438479;N/A;N/A;0,590498323;820,499624;11,65482421;0,484015019;1,106254772;32,7;12,62
EME;Emcor Group, Inc.;Industrials;242,75;0,002962216;0,2;0,176079023;0,719077916;11420,03781;20,84796881;0,062637449;0,90097546;246,13;144,92
ENFN;Enfusion Inc;N/A;8,5;0;N/A;N/A;0;750,376685;127,2687729;0;1,061114629;12;7,37
ENOB;Enochian Biosciences Inc;Healthcare;0,7;0;N/A;N/A;0;40,798514;0;N/A;1,377727816;2,99;0,3928
ENR;Energizer Holdings Inc;Industrials;30,14;0,039273276;0;0;1,183696543;2163,519577;23,16402117;0,91759422;0,977781345;36,64;27,41
ENS;Enersys;Industrials;87,93;0,009070281;0,285714286;0,051547497;0,797549805;3553,776682;12,963648;0,120658064;1,471999516;112,81;78,31
ENSG;Ensign Group Inc;Healthcare;117,46;0,002043249;0,043478261;0,047831688;0,232105812;6655,957938;31,78600632;0,063590633;0,675613055;122,9;85,14
ENTA;Enanta Pharmaceuticals Inc;Healthcare;12,31;0;N/A;N/A;0;260,430151;N/A;0;1,070372605;51,54;8,08
ENV;Envestnet Inc.;Technology;50,25;0;N/A;N/A;0;2746,480834;N/A;0;1,451765502;66,57;33,12
ENVA;Enova International Inc.;Financial Services;55,7;0;N/A;N/A;0;1665,43;8,709269186;0;1,433613163;63,56;35,3
ENVX;Enovix Corporation;N/A;11,15;0;N/A;N/A;0;1870,681583;N/A;0;2,81343541;23,9;7,95
EOLS;Evolus Inc;Healthcare;13,42;0;N/A;N/A;0;767,624;N/A;0;0,862976531;14,1;7,07
EP;Empire Petroleum Corporation;N/A;5,93;0;N/A;N/A;0;135,75122;0;N/A;0,737607709;13,4;5,66
EPAC;Enerpac Tool Group Corp;Industrials;31,37;0,001275104;N/A;N/A;0,039999999;1698,038431;29,87085162;0,03960396;0,913741745;32,94;22,91
EPC;Edgewell Personal Care Co;Consumer Defensive;38,78;0,015378456;N/A;N/A;0,596376532;1936,406277;17,99634087;0,285347623;0,783507318;45,59;33,56
EPRT;Essential Properties Realty Trust Inc;Real Estate;24,2;0,047107438;0,036363636;0,062980048;1,1005382;4028,054934;22,77435678;0,932659492;0,865891306;26,39;20,27
EQBK;Equity Bancshares Inc;Financial Services;31,64;0,010706055;N/A;N/A;0,338739592;487,669345;10,2176782;0,11253807;1,270339186;34,99;20,15
EQC;Equity Commonwealth;Real Estate;18,81;0;N/A;N/A;0;2007,253585;25,89937789;0;0,403233389;21,96;17,93
EQRX;EQRx Inc;N/A;2,34;0;N/A;N/A;0;0;0;N/A;;;
ERAS;Erasca Inc;N/A;1,67;0;N/A;N/A;0;252,315353;0;N/A;1,883551457;3,95;1,51
ERII;Energy Recovery Inc;Industrials;15,17;0;N/A;N/A;0;857,377044;55,58720459;0;1,658244306;30,76;14,04
ESE;Esco Technologies, Inc.;Technology;97,51;0,003278117;0;0;0,319649164;2515,589405;27,1823373;0,089287476;0,965455101;118,52;85,24
ESGR;Enstar Group Limited;Financial Services;271,04;0;N/A;N/A;0;4347,298377;5,461430122;0;0,813004287;300,98;217,52
ESMT;Engagesmart Inc;N/A;23,05;0;N/A;N/A;0;3880,115319;155,971995;0;0,871558278;23,15;15,45
ESNT;Essent Group Ltd;Financial Services;51,73;0,019181649;N/A;N/A;0,992266718;5522,693455;8,262742963;0,159272346;1,026256622;56,45;35,96
ESPR;Esperion Therapeutics Inc.;Healthcare;2,54;0;N/A;N/A;0;288,843174;N/A;0;1,270693274;6,75;0,7
ESQ;Esquire Financial Holdings Inc;Financial Services;47,75;0,007811972;N/A;N/A;0,373021678;391,749882;9,734609286;0,077070595;1,236107033;54,8;34,28
ESRT;Empire State Realty Trust Inc;Real Estate;9,63;0,014537902;N/A;N/A;0,139169088;1555,188395;29,5668814;0,703940761;1,318086675;10,32;5,32
ESTE;Earthstone Energy Inc;Energy;21,17;0;N/A;N/A;0;2251,0061;0;N/A;1,358767251;22,45;11,32
ETD;Ethan Allen Interiors, Inc.;N/A;30,43;0,047321722;0;0,113824179;1,413808152;772,909432;9,647981331;0,451695895;1,093841215;34,91;23,88
ETRN;Equitrans Midstream Corporation;Energy;9,97;0,058801102;0;-0,197258438;0,586246982;4319,61217;14,20728771;0,839174037;1,142426429;10,84;4,26
ETWO;E2open Parent Holdings Inc;N/A;3,86;0;N/A;N/A;0;1181,157379;N/A;0;1,847780336;6,9;2,15
EVBG;Everbridge Inc;Technology;28,17;0;N/A;N/A;0;1156,915646;N/A;0;1,814554112;35,55;18,5
EVC;Entravision Communications Corp.;Communication Services;3,8;0,051670893;1;0;0,196349395;298,847246;261,4586576;15,2208833;1,606079501;6,78;3,31
EVCM;EverCommerce Inc;N/A;9,49;0;N/A;N/A;0;1790,763;N/A;0;1,446087526;13,47;7,63
EVER;EverQuote Inc;Communication Services;15,08;0;N/A;N/A;0;423,863829;N/A;0;1,576540221;17,92;5,36
EVGO;EVgo Inc;N/A;2,275;0;N/A;N/A;0;235,585118;N/A;0;2,118552964;8,16;1,88
EVH;Evolent Health Inc;Healthcare;30,38;0;N/A;N/A;0;3492,475352;N/A;0;1,266164936;36,7;23,33
EVLV;Evolv Technologies Holdings Inc;N/A;5,36;0;N/A;N/A;0;810,081574;N/A;0;2,167437794;8,3;2,41
EVRI;Everi Holdings Inc;Consumer Cyclical;10,53;0;N/A;N/A;0;901,015929;8,255446386;0;1,554222225;19,85;9,9
EVTC;Evertec Inc;Technology;40,04;0,00498461;N/A;N/A;0,199583788;2587,822117;26,69206214;0,134853911;1,066092861;42,14;31,42
EWCZ;European Wax Center Inc;N/A;14,77;0;N/A;N/A;0;740,498632;100,7892517;0;1,52088439;20,7;11,97
EWTX;Edgewise Therapeutics Inc;N/A;18,91;0;N/A;N/A;0;1200,059007;0;N/A;1,38859372;20,69;5,12
EXLS;ExlService Holdings Inc;Technology;29,81;0;N/A;N/A;0;4916,347684;27,91412689;0;1,080522515;35,94;25,17
EXPI;eXp World Holdings Inc;Real Estate;11,9;0,015844034;N/A;N/A;0,188544007;1830,205899;364,3651002;5,873645064;2,005933759;25,13;10,47
EXPO;Exponent Inc.;Industrials;74,81;0,014971261;0,083333333;0,101972288;1,031388117;3785,386;37,13565641;0,523547267;0,96279612;106,98;64,2
EXPR;Express Inc.;Consumer Cyclical;2,26;0;N/A;N/A;0;8,466543;0,047334558;0;1,392086;24,6;2,01
EXTR;Extreme Networks Inc.;Technology;12;0;N/A;N/A;0;1544,764932;19,2561259;0;1,296558879;32,73;11,91
EYE;National Vision Holdings Inc;Consumer Cyclical;19,29;0;N/A;N/A;0;1509,357991;N/A;0;1,675605973;41,54;13,71
EYPT;EyePoint Pharmaceuticals Inc;Healthcare;29,63;0;N/A;N/A;0;1447,094918;0;N/A;1,015264516;30,99;2,21
EZPW;EZCorp, Inc.;Financial Services;10,42;0;N/A;N/A;0;543,754988;10,84149113;0;0,745224525;10,57;7,7
FA;First Advantage Corp.;N/A;16,65;0;N/A;N/A;0;2416,248117;56,68484297;0;1,067967371;17,07;10,9
FARO;Faro Technologies Inc.;Technology;21,28;0;N/A;N/A;0;403,346589;N/A;0;1,969922368;30,58;10,3
FATE;Fate Therapeutics Inc;Healthcare;6,39;0;N/A;N/A;0;630,066563;N/A;0;2,702897767;6,99;1,63
FBIZ;First Business Financial Services Inc;Financial Services;33,6;0,027171251;0,098901099;0,107566343;0,912954023;279,380674;7,851741712;0,208913964;1,088584216;40,43;23,52
FBK;FB Financial Corp;Financial Services;35,17;0,017512019;0,133333333;0,162711015;0,6158977;1647,482378;12,77137923;0,2239628;1,669625322;40,81;23,87
FBMS;First Bancshares Inc Miss;Financial Services;23,91;0,038552095;0,19047619;0,255943216;0,921780603;743,367447;9,211035972;0,340140444;1,55644432;31,07;21,46
FBNC;First Bancorp;Financial Services;33,93;0,025421223;0;0,128881321;0,862542084;1394,211455;12,42911801;0,305865987;1,377818424;40,56;25,18
FBP;First Bancorp PR;Financial Services;16,39;0,03365309;0,166666667;0,360822108;0,551574152;2828,130329;9,536806155;0,336325702;1,473942306;17,45;9,86
FBRT;Franklin BSP Realty Trust Inc.;N/A;12,16;0,112446343;N/A;N/A;1,367347535;998,009869;8,765390827;0,990831547;1,295341498;14,3;9,96
FC;Franklin Covey Co.;Industrials;38,88;0;N/A;N/A;0;516,566367;28,75404216;0;0,795996876;49,7;32,19
FCBC;First Community Bankshares Inc.;Financial Services;31,83;0,035507165;0;0,030128963;1,130193053;589,993559;12,0853266;0,403640376;0,926446308;38,55;21,14
FCEL;Fuelcell Energy Inc;Industrials;1,345;0;N/A;N/A;0;607,676767;N/A;0;2,887731511;4,02;0,981
FCF;First Commonwealth Financial Corp.;Financial Services;13,14;0,037506914;0,041666667;0,045639553;0,492840848;1341,744308;9,067739246;0,33076567;1,302311272;15,9;10,94
FCFS;FirstCash Holdings Inc;Financial Services;117,73;0,011613106;0,060606061;0,069610376;1,367211009;5310,55448;24,21582428;0,284835627;0,719095715;122,15;84,15
FCPT;Four Corners Property Trust Inc;Real Estate;22,92;0,060209424;0,014705882;0,037137289;1,336630369;2075,754269;22,13453193;1,237620712;0,807554621;27,45;20,23
FCUV;Focus Universal Inc;Technology;0,7997;0;N/A;N/A;0;51,838007;0;N/A;1,55495882;4,33;0,6667
FDMT;4D Molecular Therapeutics Inc;N/A;26,65;0;N/A;N/A;0;1139,383627;N/A;0;0,969283614;35,61;9,44
FDP;Fresh Del Monte Produce Inc;Consumer Defensive;23,51;0,031547038;N/A;N/A;0,741670861;1131,478371;9,977763416;0,315604622;0,449674081;31,59;21,23
FEAM;5E Advanced Materials Inc;N/A;1,22;0;N/A;N/A;0;77,20872;0;N/A;1,031839459;8,57;1,11
FELE;Franklin Electric Co., Inc.;Industrials;95,59;0,010461345;0,111111111;0,115101503;0,918179988;4406,699;22,03305434;0,215535208;1,033284568;105,77;81,76
FF;Futurefuel Corp;Basic Materials;5,76;0,041115294;0;0;0,236824095;252,07628;8,713016476;0,358227341;0,89818195;10,12;5,22
FFBC;First Financial Bancorp;Financial Services;21,54;0,04130338;0;0,008929989;0,88967481;2048,921138;7,639042782;0,315487521;1,459946681;24,61;16,8
FFIC;Flushing Financial Corp.;Financial Services;12,79;0,065646936;0;0,00934742;0,839624315;369,434354;11,04966064;0,756418302;1,718925976;18;8,4
FFIE;Faraday Future Intelligent Electric Inc;N/A;0,0724;0;N/A;N/A;0;1,34664;0;N/A;1,023729412;57,6;0,0703
FFIN;First Financial Bankshares, Inc.;Financial Services;30,2;0,02384106;0,058823529;-0,030359734;0,699278996;4309,821283;20,36152072;0,472485808;1,650797617;36,7;22,56
FFWM;First Foundation Inc;Financial Services;7,51;0,007974568;-0,909090909;-0,275220336;0,059889003;423,892743;N/A;N/A;2,732496384;15,67;3,68
FGBI;First Guaranty Bancshares Inc;Financial Services;10,81;0,056852382;0;0;0,614574248;123,570007;0;N/A;0,534606236;20,1;8,99
FGEN;FibroGen Inc;Healthcare;2,17;0;N/A;N/A;0;213,398275;N/A;0;2,878225676;24,65;0,3333
FHI;Federated Hermes Inc;Financial Services;34,89;0,031706274;0;0,007300045;1,106231915;3009,117707;11,54285229;0,359166206;0,701496584;44,1;29,73
FHTX;Foghorn Therapeutics Inc;N/A;6,22;0;N/A;N/A;0;262,590524;N/A;0;1,441550582;9,97;2,7
FIBK;First Interstate BancSystem Inc.;Financial Services;24,87;0,071608402;0;0,086794002;1,780900948;2611,296927;9,266490161;0,657159021;1,594247632;32,18;18,88
FIGS;Figs Inc;N/A;6,06;0;N/A;N/A;0;976,378461;60,91704901;0;1,925290816;9,81;5,16
FISI;Financial Institutions Inc.;Financial Services;18,42;0,06514658;0,034482759;0,037137289;1,143363516;283,718839;5,550707031;0,345427044;1,255253064;23,11;12,52
FIX;Comfort Systems USA, Inc.;Industrials;237,74;0,003569249;0,666666667;0,21350978;0,848553285;8490,840118;29,55998662;0,106069161;1,325091909;245,85;120,5
FIZZ;National Beverage Corp.;Consumer Defensive;48,2;0;N/A;N/A;0;4501,530357;27,43447132;0;0,473072417;55,12;43,74
FL;Foot Locker Inc;Consumer Cyclical;30,13;0,039119907;N/A;N/A;1,178682785;2837,095245;36,37301596;1,4318304;1,274011561;44,94;14,56
FLGT;Fulgent Genetics Inc;Healthcare;24,91;0;N/A;N/A;0;738,15945;N/A;0;1,22688406;44,09;23,09
FLIC;First Of Long Island Corp.;Financial Services;10,97;0,07657247;0;0,043167564;0,806618488;247,795077;8,236772939;0,606480066;1,352669596;16,06;8,08
FLL;Full House Resorts, Inc.;Consumer Cyclical;4,99;0;N/A;N/A;0;172,590877;0;N/A;1,9614341;10,13;3,4
FLNC;Fluence Energy Inc;N/A;20,67;0;N/A;N/A;0;2627,854861;N/A;0;2,876247955;31,32;14,7
FLNG;Flex Lng Ltd;Energy;26,18;0,110567243;N/A;N/A;2,894650423;1427,342109;0;N/A;0,658466219;33,36;25,7
FLR;Fluor Corporation;Industrials;40;0;N/A;N/A;0;6815,0036;66,1650835;0;1,243943337;41,46;25,69
FLWS;1-800 Flowers.com Inc.;Consumer Cyclical;9,13;0;N/A;N/A;0;341,726167;N/A;0;1,464751065;12,09;5,98
FLYW;Flywire Corp;N/A;21,69;0;N/A;N/A;0;2592,819737;N/A;0;1,821258116;35,8;18,65
FMAO;Farmers & Merchants Bancorp Inc.;Financial Services;19,84;0,044354839;0,047619048;0,079608473;0,826302802;271,137051;0;N/A;1,234096598;27,73;16,34
FMBH;First Mid Bancshares Inc.;Financial Services;30,2;0,030463576;N/A;N/A;0,679767081;719,976003;0;N/A;1,305694106;35,83;20,7
FMNB;Farmers National Banc Corp.;Financial Services;13,49;0,048459342;0;0,135641572;0,65371653;505,733031;0;N/A;1,206035345;14,75;9,99
FN;Fabrinet;Technology;194,43;0;N/A;N/A;0;7059,448239;27,75594967;0;1,345803951;229,02;90,19
FNA;Paragon 28 Inc;N/A;14,02;0;N/A;N/A;0;1159,470922;N/A;0;1,224926363;19,72;7,95
FNKO;Funko Inc;Consumer Cyclical;7,48;0;N/A;N/A;0;377,031479;N/A;0;2,221666446;13,42;5,27
FNLC;First Bancorp Inc (ME);Financial Services;23,44;0,056985492;0,029411765;0,03832667;1,335739932;260,04254;8,117197515;0,460599976;0,735686043;28,62;20,71
FOA;Finance of America Companies Inc;N/A;0,7901;0;N/A;N/A;0;69,4845;0;N/A;1,381597474;2,25;0,681
FOCS;Focus Financial Partners Inc;Financial Services;52,99;0;N/A;N/A;0;0;0;N/A;;;
FOLD;Amicus Therapeutics Inc;Healthcare;12,8;0;N/A;N/A;0;3753,545446;N/A;0;1,022824553;14,57;9,7
FOR;Forestar Group Inc;Real Estate;31,75;0;N/A;N/A;0;1584,75118;8,598758439;0;1,000454343;38,73;13,72
FORG;ForgeRock Inc;N/A;23,21;0;N/A;N/A;0;1226,711678;N/A;0;0,214752796;23,8;14,13
FORM;FormFactor Inc.;Technology;40,11;0;N/A;N/A;0;3120,558;N/A;0;1,784913727;45,15;24,88
FORR;Forrester Research Inc.;Industrials;20,01;0;N/A;N/A;0;384,97239;184,8163178;0;0,934821882;36,38;19,88
FOSL;Fossil Group Inc;Consumer Cyclical;1,05;0;N/A;N/A;0;55,101415;N/A;0;2,044009536;4,79;1,02
FOXF;Fox Factory Holding Corp;Consumer Cyclical;64,2;0;N/A;N/A;0;2720,855963;16,02822887;0;1,271508344;125,43;49,12
FPI;Farmland Partners Inc;Real Estate;10,97;0,021448789;0;0,037137289;0,235293211;528,599861;0;N/A;0,899246008;12,92;9,09
FRBA;First Bank (NJ);Financial Services;13,52;0,017500031;0;0,148698355;0,236600423;264,577396;0;N/A;1,149861163;15,03;8,29
FRBK;Republic First Bancorp, Inc.;Financial Services;0,0221;0;N/A;N/A;0;1,551053;0,101915585;0;;0,7;0,0003
FREE;Whole Earth Brands Inc;N/A;4,75;0;N/A;N/A;0;203,541846;N/A;0;0,478477714;4,77;2,09
FRG;Franchise Group Inc;Consumer Cyclical;29,88;0;N/A;N/A;1,875;0;0;N/A;;;
FRME;First Merchants Corp.;Financial Services;32,83;0,039473742;0,0625;0,090966079;1,295922949;1950,893925;7,797555988;0,307820178;1,442156242;39,23;22,85
FRO;Frontline Plc;Energy;22,83;0,118318998;N/A;N/A;2,701222718;5082,480556;6,508524254;0,780700207;0,51995017;23,28;12,01
FRPH;FRP Holdings Inc;Real Estate;57,96;0;N/A;N/A;0;549,292948;106,0820679;0;0,946587403;65;52,45
FRST;Primis Financial Corp;N/A;12,18;0,031947036;0;0,021295688;0,3891149;300,623886;0;N/A;1,227406452;13,47;6,53
FSBC;Five Star Bancorp;Financial Services;22,78;0,034196807;N/A;N/A;0,779003262;393,114984;7,828324749;0,266781939;1,141946523;27,78;16,82
FSLY;Fastly Inc;Technology;22,9;0;N/A;N/A;0;2995,32;N/A;0;2,701534836;25,87;11,61
FSP;Franklin Street Properties Corp.;Real Estate;2,28;0,017310892;0;-0,355605985;0,039468834;235,821205;N/A;N/A;1,473141054;2,85;1,1
FSR;Fisker Inc;N/A;0,7459;0;N/A;N/A;0;300,460587;N/A;0;1,201218247;7,86;0,7255
FSS;Federal Signal Corp.;Industrials;77,02;0,005051934;0,111111111;0,045639553;0,389099927;4692,737177;32,23033776;0,164177184;1,057944025;80,85;49,25
FTCI;FTC Solar Inc;N/A;0,6051;0;N/A;N/A;0;75,641022;N/A;0;2,173826618;3,87;0,2821
FTDR;Frontdoor Inc.;Consumer Cyclical;33,1;0;N/A;N/A;0;2635,479462;15,41216059;0;0,909030189;38,97;24,98
FUBO;fuboTV Inc;N/A;1,98;0;N/A;N/A;0;579,754932;0;N/A;3,66578829;3,87;0,96
FUL;H.B. Fuller Company;Basic Materials;76,18;0,01076398;N/A;N/A;0,816559106;4129,56285;28,4982185;0,315273786;1,197063554;83,41;62,04
FULC;Fulcrum Therapeutics Inc;Healthcare;8,95;0;N/A;N/A;0;553,311858;N/A;0;2,213662144;13,18;2,25
FULT;Fulton Financial Corp.;Financial Services;14,8;0,045945946;0,133333333;0,055118199;0,623513442;2430,021383;8,33332093;0,358341059;1,458849458;16,89;9,05
FVCB;FVCBankcorp Inc;Financial Services;11,49;0;N/A;N/A;0;204,6369;14,83306031;0;1,110504779;15,39;8,3
FWRD;Forward Air Corp.;Industrials;40,41;0,023555685;0;0,059223841;0,951885224;1038,363601;9,517103714;0,228818563;0,998427185;120,06;40,24
FWRG;First Watch Restaurant Group Inc;N/A;23,3;0;N/A;N/A;0;1393,750756;62,63766823;0;0,887707966;24,16;14,34
FXLV;F45 Training Holdings Inc;N/A;0,0975;0;N/A;N/A;0;0;0;N/A;;;
GABC;German American Bancorp Inc;Financial Services;31,49;0,031651064;0,08;0,09694024;0,996692008;931,330952;10,48843362;0,331126913;1,039578628;38,17;24
GAMB;Gambling.com Group Ltd;N/A;8,99;0;N/A;N/A;0;380,425704;0;N/A;0,580992437;14,83;8,5
GATX;GATX Corp.;Industrials;125,24;0,018524433;0,057692308;0,036384649;2,184512503;4446,02;18,40240066;0,323631482;0,916407259;131,86;96,75
GBCI;Glacier Bancorp, Inc.;Financial Services;35,3;0,009059966;0;0,105342296;0,319816804;3914,149567;15,76455393;0,142775359;1,70206309;45,6;25,94
GBIO;Generation Bio Co;N/A;1,92;0;N/A;N/A;0;126,869793;0;N/A;2,541337082;6,98;0,86
GBX;Greenbrier Cos., Inc.;Industrials;47,48;0,024386839;0,111111111;0,037137289;1,157887134;1476,190852;13,37129395;0,355180102;1,362028769;50,42;24,87
GCBC;Greene County Bancorp Inc;Financial Services;28,54;0,008011277;-0,428571429;-0,0436475;0,228641842;485,945671;0;N/A;0,657433433;36,53;12,76
GCI;New Media Investment Group Inc;Communication Services;2,2;0;N/A;N/A;0;327,527376;11,7528124;0;1,856254657;3,6;1,62
GCMG;GCM Grosvenor Inc;N/A;8,65;0,048791287;N/A;N/A;0,422044629;371,85485;26,74060477;5,687933008;0,917008173;9,2;6,21
GCO;Genesco Inc.;Consumer Cyclical;30,05;0;N/A;N/A;0;345,244961;N/A;0;1,373469625;48,25;17,31
GDEN;Golden Entertainment Inc;Consumer Cyclical;38,13;0;N/A;N/A;0;1090,518;3,948505531;0;1,47892203;43;29,97
GDOT;Green Dot Corp.;Financial Services;8,47;0;N/A;N/A;0;444,271066;12,24393181;0;1,438975982;21,37;7,3
GDYN;Grid Dynamics Holdings Inc;Technology;12,9;0;N/A;N/A;0;975,110394;N/A;0;1,355868506;14,3;8
GEF;Greif Inc;Consumer Cyclical;61,54;0,033799155;0,04;0,033975227;2,01695847;2874,21712;8,00171804;0,326897645;0,745666298;74,83;56,09
GEO;Geo Group, Inc.;Real Estate;11,28;0;N/A;N/A;0;1422,709356;13,86818494;0;0,960985296;12,29;6,94
GERN;Geron Corp.;Healthcare;2,07;0;N/A;N/A;0;1124,142377;N/A;0;1,460924213;3,74;1,68
GES;Guess Inc.;Consumer Cyclical;23,23;0,047535613;N/A;N/A;1,104252281;1247,45783;7,063387651;0,410502707;1,032847493;24,6;16,51
GEVO;Gevo Inc;Basic Materials;0,8947;0;N/A;N/A;0;215,175201;0;N/A;2,49234533;2,16;0,78
GFF;Griffon Corp.;Industrials;66,42;0,007402048;0,5;0,15651335;0,491644006;3383,847401;47,59814608;0,369657147;1,428845369;69,41;24,11
GHC;Graham Holdings Co.;Consumer Defensive;705,86;0,009413442;0,042424242;0,043524691;6,644572411;2527,215263;16,014291;0,19882024;0,883215239;747,23;539,13
GIC;Global Industrial Co;N/A;43,32;0,018295699;0,111111111;0,073940924;0,792569691;1648,917058;23,82828119;0,437883807;0,938337282;45,85;20,11
GIII;G-III Apparel Group Ltd.;Consumer Cyclical;30,96;0;N/A;N/A;0;1415,728416;N/A;0;1,283631095;35,68;13,59
GKOS;Glaukos Corporation;Healthcare;93,57;0;N/A;N/A;0;4566,176794;N/A;0;0,90815103;97,24;44,26
GLDD;Great Lakes Dredge & Dock Corporation;Industrials;8,08;0;N/A;N/A;0;538,228636;N/A;0;1,234916984;9,67;4,75
GLNG;Golar Lng;Energy;21,02;0,035002071;N/A;N/A;0,735743536;1687,879767;2,14259662;0,101342085;0,961033541;24,21;18,7
GLRE;Greenlight Capital Re Ltd;Financial Services;11,4;0;N/A;N/A;0;402,84644;3,874492083;0;0,464240699;12,34;9,07
GLT;Glatfelter Corporation;Basic Materials;2,18;0;N/A;N/A;0;98,289483;N/A;0;2,102197043;4,59;1,25
GLUE;Monte Rosa Therapeutics Inc;N/A;4,26;0;N/A;N/A;0;213,345158;0;N/A;1,931643387;8,83;2,44
GMRE;Global Medical REIT Inc;Real Estate;9,29;0,090419806;0;0,009805798;0,814926504;609,09832;0;N/A;1,239729353;11,46;7,55
GMS;GMS Inc;Industrials;85,45;0;N/A;N/A;0;3469,7827;11,25986176;0;1,343129812;89,26;50,93
GNK;Genco Shipping & Trading Limited;Industrials;17,64;0,052694918;N/A;N/A;0,929538356;750,382051;0;N/A;1,004762401;18,73;12,13
GNL;Global Net Lease Inc;Real Estate;7,98;0,177944862;-0,115;0,148050471;1,422109842;1838,103736;N/A;N/A;1,488260608;12,62;7,29
GNTY;Guaranty Bancshares, Inc. (TX);Financial Services;28,59;0,031816888;0,045454545;0,06232104;0,909644841;329,622515;0;N/A;1,186678907;34,76;21,61
GNW;Genworth Financial Inc;Financial Services;6,02;0;N/A;N/A;0;2715,048457;6,737092944;0;1,24537129;6,93;4,51
GOEV;Canoo Inc;N/A;0,1448;0;N/A;N/A;0;105,168902;0;N/A;2,141731479;0,96;0,1409
GOGL;Golden Ocean Group Limited;Industrials;10,94;0,044368604;N/A;N/A;0,485392532;2193,312694;17,830071;0,788615;0,920553366;11,3;6,64
GOGO;Gogo Inc;Communication Services;9,83;0;N/A;N/A;0;1265,121;7,962695351;0;0,906080582;17,94;8,6
GOLF;Acushnet Holdings Corp;Consumer Cyclical;65,2;0,01189964;0,083333333;0,068516702;0,775856509;4262,628583;18,92995609;0,237264988;1,056307578;69,34;43,14
GOOD;Gladstone Commercial Corp;Real Estate;12,33;0,097323601;0;-0,044258393;1,111932089;492,568951;N/A;N/A;1,148100737;14,27;9,57
GOSS;Gossamer Bio Inc;Healthcare;0,947;0;N/A;N/A;0;213,46262;0;N/A;2,171169145;2,53;0,4525
GPI;Group 1 Automotive, Inc.;Consumer Cyclical;274,65;0,006537204;N/A;N/A;1,795443068;3796,416365;5,996550884;0,039399672;1,264514223;310,08;193,31
GPMT;Granite Point Mortgage Trust Inc;Real Estate;5,08;0,14938443;N/A;N/A;0,758872905;262,015432;N/A;N/A;1,784058197;6,2;3,56
GPOR;Gulfport Energy Corp.;Energy;126,98;0;N/A;N/A;0;2365,108401;N/A;0;0,777266156;140,83;60,8
GPRE;Green Plains Inc;Basic Materials;23,23;0;N/A;N/A;0;1492,86099;N/A;0;1,26961546;36,89;19,44
GPRO;GoPro Inc.;Technology;2,39;0;N/A;N/A;0;295,495709;N/A;0;1,739427782;6,07;2,39
GRBK;Green Brick Partners Inc;Consumer Cyclical;53,03;0;N/A;N/A;0;2406,414643;9,105618489;0;1,49159634;59,3;29,36
